pub_date	working_paper	title	venue	excerpt	citation	url_slug	paper_url	presented_at
2020-10-05	0	Turkish sentiment analysis using bert	IEEE 28th Signal Processing and Communications Applications Conference (SIU)	We compare the performance of the multilingual BERT for Turkish sentiment analysis and compare it with original BERT with automatic translation.	Acikalin, U. U., Bardak, B., & Kutlu, M. (2020, October). Turkish sentiment analysis using bert. In 2020 28th Signal Processing and Communications Applications Conference (SIU) (pp. 1-4). IEEE.	paper-title-number-1	https://ieeexplore.ieee.org/abstract/document/9302492/	1\n2\n3
